-6,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
-5,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
-4,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
-3,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
-2,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
-1,,,,,,,,0,,,,,,"Y","N",3/3/2005 0:00:00,1,,,,,,
1,,,16950,"L Main Restigouche River","L Main Restigouche River at Yellow Brook","LMR by Yellow Brook",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2389258.387"," 7612843.32","Meters",
2,,,4901,"Clearwater Brook","Clearwater Brook - Off KK36","Off KK36 (above CS13)",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2468861.601"," 7540536.59","Meters",
3,,,4901,"Clearwater Brook","Clearwater Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2466866.265"," 7536418.121","Meters",
4,,,4901,"Clearwater Brook","Clearwater Brook","Off KK36 (above CS13)",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2469369.704"," 7533449.302","Meters",
5,,,4901,"Clearwater Brook","Clearwater Brook - Fire road off NN Road","Fire road off NN Road",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2470150.591"," 7532976.922","Meters",
6,,,5106,"NE Br Clearwater Brook","NE Br Clearwater Brook - NN Road Crossing","Northeast Clearwater - NN Road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472489.029"," 7533285.736","Meters",
7,,,4901,"Clearwater Brook","Clearwater Brook","Upstream of NE Clearwater confluence",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472256.838"," 7532542.479","Meters",
8,,,5130,"Fairley Brook","Fairley Brook - Martin Road crossing","Fairley Brook - Martin Road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2473813.067"," 7529422.077","Meters",
9,,,4901,"Clearwater Brook","Clearwater Fence","Counting fence location",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2476547.779"," 7524264.611","Meters",
10,,,4901,"Clearwater Brook","Clearwater Brook Fence (1996)","Old (1996) counting fence site",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2478186.855"," 7520192.101","Meters",
11,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook","Site begins 20 m downstream of bridge on main road in Deersdale",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2466281.89"," 7523571.887","Meters",
12,,,16950,"L Main Restigouche River","L Main Restigouche River - 2nd bridge","LMR 2nd bridge",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2390151.589"," 7611003.213","Meters",
13,,,4620,"S Br Burnthill Brook","S Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2464032.08"," 7520275.038","Meters",
14,,,4601,"Burnthill Brook","Burnthill Brook","At confluence of Colepaugh Brook","G/R Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2470138.513"," 7517683.256","Meters",
15,,,4401,"McKiel Brook","McKiel Brook","10m upstream of new bridge crossing on Road ??","G/R Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2458498.176"," 7508810.744","Meters",
16,,,4401,"McKiel Brook","McKiel Brook","Turn onto Road F, travel as road takes a sharp left then follow to right turn, stop at this turn and walk through woods","G/R Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2459447.85"," 7503754.901","Meters",
17,,,4169,"Beadle Brook","Beadle Brook - Site 1.7 km upstream of Road I-11","Site 1.7 km upstream of gated Road I-11 bridge, accesed by turning onto Road I-11-A, stop at first turnabout and walk through woods",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2454712.414"," 7513108.547","Meters",
18,,,4169,"Beadle Brook","Beadle Brook - Bridge crossing on I-11","Directly upstream of bridge crossing on gated Road I-11",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2454146.472"," 7511552.217","Meters",
19,,,4169,"Beadle Brook","Beadle Brook - Sweet camp","Sweet camp (Upstream of ""Landing"" located approximately 2.4 km from I-11 bridge crossing)",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2452840.467"," 7511983.223","Meters",
20,,,16950,"L Main Restigouche River","L Main Restigouche River - Camp 5 Picnic Site","Camp 5 Picnic Site",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2401780.08"," 7600677.932","Meters",
21,,,17729,"Alex Brook","Alex Brook","Downstream of road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2392598.865"," 7609972.179","Meters",
22,,,16950,"L Main Restigouche River","L Main Restigouche River - Second Fish and Game Camp","Second Fish and Game Camp",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2392726.215"," 7609709.858","Meters",
23,,,17766,"Wilson Brook","Wilson Brook","Downstream of road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2396698.859"," 7606557.251","Meters",
24,,,16950,"L Main Restigouche River","L Main Restigouche River - First Fish and Game Camp","First Fish and Game Camp",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2397825.456"," 7606061.072","Meters",
25,,,17598,"Russell Brook","Russell Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2398859.001"," 7603952.008","Meters",
26,,,5301,"Rocky Brook","Rocky Brook - LL Road Crossing","LL Road Crossing","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2482769.428"," 7531102.547","Meters",
27,,,17831,"Cedar Brook","Cedar Brook - Marceau Road","Upstream of road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2401970.462"," 7603627.906","Meters",
28,,,17951,"Gounamitz River","Gounamitz River","Just above ice bridge crossing on Marceau Road.","G/R Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2413954.458"," 7614694.645","Meters",
29,,,16950,"L Main Restigouche River","L Main Restigouche River","Counting fence location",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2415614.8"," 7614869.108","Meters",
30,,,4620,"S Br Burnthill Brook","S Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2461676.549"," 7519828.382","Meters",
31,,,5106,"NE Br Clearwater Brook","NE Br Clearwater Brook - Martin Road Crossing","NE Clearwater - Martin Road crossing (97 site: 5,6)",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2473323.479"," 7535739.21","Meters",
32,,,17787,"Claire Brook","Claire Brook","Claire Brook",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2397603.535"," 7606259.779","Meters",
33,,,5301,"Rocky Brook","Rocky Brook - 18 Mile Pool","18 Mile Pool",,,,,13186.30,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2489393.494"," 7522014.166","Meters",
34,,,5301,"Rocky Brook","Rocky Brook - Hurd Brook Pools","Mouth of Hurd Brook",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2489611.471"," 7521085.08","Meters",
35,,,5301,"Rocky Brook","Rocky Brook - Cold Spring Pool","Cold Spring Pool",,,,,10289.70,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2489674.251"," 7519351.091","Meters",
36,,,5301,"Rocky Brook","Rocky Brook - Johnston Crossing","Johnston Crossing",,,,,9645.80,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2489291.152"," 7518850.909","Meters",
37,,,5301,"Rocky Brook","Rocky Brook - Rocky Brook Camp","Rocky Brook Camp","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2489854.148"," 7511334.487","Meters",
38,,,5400,"Fish Brook","Fish Brook - Bridge","Bridge","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2486391.539"," 7528888.543","Meters",
39,,,5210,"Sisters Brook","Sisters Brook - Little Sister Lake Road","Little Sister Lake Road","Pool (culvert)",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2484203.385"," 7521124.304","Meters",
40,,,5210,"Sisters Brook","Sisters Brook - Fullerton Brook","Fullerton Brook","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2485826.669"," 7516081.482","Meters",
41,,,4901,"Clearwater Brook","Clearwater Brook - Christiana Pool","Christiana Pool",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2479117.829"," 7518139.224","Meters",
42,,,4901,"Clearwater Brook","Clearwater Brook - Salmon Falls Camp","Salmon Falls Camp",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2480696.085"," 7513987.457","Meters",
43,,,4901,"Clearwater Brook","Clearwater Brook - Headwater Site","Clearwater headwater site",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2471943.465"," 7541038.742","Meters",
44,,,4901,"Clearwater Brook","Clearwater Brook - Headwater Site","Clearwater headwater site",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2470636.832"," 7540994.517","Meters",
45,,,5021,,"Headwater tributary of Clearwater Brook","Headwater tributary",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2469732.663"," 7541420.968","Meters",
46,,,5008,,"Headwater tributary of Clearwater Brook","Headwater tributary",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2467043.048"," 7541853.061","Meters",
47,,,4901,"Clearwater Brook","Clearwater Brook - McCoy Brook confluence","McCoy Brook confluence (97 site: 3,14,13)",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2467852.644"," 7534942.59","Meters",
49,,,5083,"L NE Br Clearwater Brook","L NE Br Clearwater Brook - NN Road Crossing","Little Northeast - NN Road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472189.196"," 7533270.151","Meters",
50,,,4901,"Clearwater Brook","Clearwater Brook - Confluence of Pond Brook","Confluence of Pond Brook",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472474.761"," 7529934.365","Meters",
51,,,4901,"Clearwater Brook","Clearwater Brook - Martin Road Bridge","Martin Road Bridge",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2473970.951"," 7528753.611","Meters",
52,,,5145,"Lake Brook","Lake Brook - Lower Road crossing","Lake Branch - Lower Road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2474601.737"," 7528396.564","Meters",
53,,,4911,"Otter Brook","Otter Brook - Lower 2 km","Otter Brook - Lower 2 km",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2476196.68"," 7519325.07","Meters",
54,,,5317,"Tahoe Lake","Tahoe Lake","Tahoe Lake",,,,,,,,"N","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2487274.853"," 7521615.724","Meters",
55,,,5210,"Sisters Brook","Sisters Brook - Forks","Forks","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2485961.325"," 7519838.468","Meters",
56,,,5210,"Sisters Brook","Sisters Brook - Path to Blind Lake","Path to Blind Lake","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2486979.205"," 7514200.705","Meters",
57,,,5239,"Round Lake","Round Lake","Round Lake",,,,,,,,"N","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2484932.467"," 7526554.488","Meters",
58,,,5210,"Sisters Brook","Sisters Brook - 1.0 km below culverts","1.0 km below culverts","Gravel/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2484476.155"," 7521010.852","Meters",
59,,,5210,"Sisters Brook","Sisters Brook - 1.5 km below culverts","1.5 km below culverts","Gravel/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2485375.442"," 7520511.235","Meters",
60,,,5232,"Hinman Branch","Hinman Branch - Old Young Dam Bridge","Old Young Dam Bridge","Gravel/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2485787.564"," 7520111.829","Meters",
61,,,4974,"Pond Brook","Pond Brook - Culvert off KK30","Pond Brook inflow - Culvert off KK30 - Downstream of road crossing",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472398.456"," 7529985.382","Meters",
62,,,6524,"Twin Lakes (East)","Twin Lakes (East)","Twin Lakes (East)",,,,,,,,"N","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2487707.496"," 7531977.188","Meters",
63,,,16950,"L Main Restigouche River","L Main Restigouche River - Felix Road Site","Felix Road Site",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2408065.164"," 7609370.352","Meters",
64,,,4901,"Clearwater Brook","Clearwater Brook - Road crossing above Plaster Rock - Renous highway","Road crossing above Plaster Rock - Renous highway","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2472093.888"," 7541225.902","Meters",
65,,,5021,,"Unnamed  - Road crossing above Plaster Rock - Renous highw","Road crossing above Plaster Rock - Renous highway",,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2470584.529"," 7542039.564","Meters",
66,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2464801.247"," 7529367.875","Meters",
67,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2465836.173"," 7527744.622","Meters",
68,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2465894.515"," 7524768.532","Meters",
69,,,5301,"Rocky Brook","Rocky Brook - Below Fish Brook","Below Fish Brook","Rock/Rubble Riffle",,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2486478.606"," 7528326.298","Meters",
70,,,4681,,"Unnamed",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2465320.904"," 7523300.387","Meters",
71,,,4901,"Clearwater Brook","Clearwater Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2476552.106"," 7524185.154","Meters",
72,,,4901,"Clearwater Brook","Clearwater Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2468095.927"," 7534313.775","Meters",
73,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2465879.869"," 7526190.69","Meters",
74,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2465634.058"," 7528130.394","Meters",
75,,,4678,"N Br Burnthill Brook","N Br Burnthill Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2464651.187"," 7529102.407","Meters",
76,,,4901,"Clearwater Brook","Clearwater Brook",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2467652.696"," 7535557.601","Meters",
77,,,16950,"L Main Restigouche River","L Main Restigouche River",,,,,,,,,"Y","Y",,1,"GIS","NAD83 (CSRS) NB Stereographic"," 2414033.194"," 7614428.101","Meters",
78,,,67277,"Adams Lake","Adams Lake",,,,,,,,,"N","N",,1,,,"6556","4521",,
79,,,13162,"Akroyd Lake","Akroyd Lake",,,,,,,,,"N","N",,1,,,"6635","4740",,
80,,,36731,"Antinouri Lake","Antinouri Lake",,,,,,,,,"N","N",,1,,,"6559","4748",,
81,,,32484,"Arnold Lake","Arnold Lake",,,,,,,,,"N","N",,1,,,"6521","4530",,
82,,,5901,"Bartholomew River","Bartholomew River",,,,,,,,,"N","N",,1,,,,,,
83,,,11101,"Bartibog River","Bartibog River",,,,,,,,,"N","N",,1,,,,,,
84,,,40101,"Bass River","Bass River",,,,,,,,,"N","N",,1,,,,,,
85,,,42709,"Bass River Lake","Bass River Lake",,,,,,,,,"N","N",,1,,,"6536","4723",,
86,,,33839,"Bathurst Lake","Bathurst Lake",,,,,,,,,"N","N",,1,,,,,,
87,,,107,"Bay du Vin River","Bay du Vin River",,,,,,,,,"N","N",,1,,,,,,
88,,,107,"Bay du Vin River","Bay du Vin River (Estuary)",,,,,,,,,"N","N",,1,,,,,,
89,,,9450,"Bear Lake","Bear Lake",,,,,,,,,"N","N",,1,,,,,,
90,,,32876,"Beaver Lake","Beaver Lake",,,,,,,,,"N","N",,1,,,,,,
91,,,85261,"Becaguimec Lake","Becaguimec Lake",,,,,,,,,"N","N",,1,,,,,,
92,,,37476,"Belledune Lake","Belledune Lake",,,,,,,,,"N","N",,1,,,"6554","4750",,
93,,,64201,"Belleisle Bay","Belleisle Bay",,,,,,,,,"N","N",,1,,,"6555","4535",,
94,,,42612,"Big Eskedelloc River","Big Eskedelloc River",,,,,,,,,"N","N",,1,,,,,,
95,,,81443,"Big Everett Lake","Big Everett Lake",,,,,,,,,"N","N",,1,,,,,,
96,,,5734,"Big Hole Lake","Big Hole Lake",,,,,,,,,"N","N",,1,,,,,,
97,,,22105,"Big Kedron Lake","Big Kedron Lake",,,,,,,,,"N","N",,1,,,"6659","4530",,
98,,,32281,"Big Salmon River","Big Salmon River",,,,,,,,,"N","N",,1,,,,,,
99,,,5225,"Big Sister Lake","Big Sister Lake",,,,,,,,,"N","N",,1,,,,,,
100,,,41701,"Big Tracadie River","Big Tracadie River",,,,,,,,,"N","N",,1,,,,,,
101,,,21394,"Birneys Lake","Birneys Lake",,,,,,,,,"N","N",,1,,,,,,
102,,,12089,"Black Lake","Black Lake",,,,,,,,,"N","N",,1,,,"6643","4756",,
103,,,302,"Black River","Black River",,,,,,,,,"N","N",,1,,,,,,
104,,,7599,"Blind Lake","Blind Lake",,,,,,,,,"N","N",,1,,,,,,
105,,,5304,"Blind Lake","Blind Lake",,,,,,,,,"N","N",,1,,,,,,
106,,,81324,"Blind Lake","Blind Lake",,,,,,,,,"N","N",,1,,,"6658","4702",,
107,,,38631,"Bolton Lake","Bolton Lake",,,,,,,,,"N","N",,1,,,,,,
108,,,23094,"Boone Lake","Boone Lake",,,,,,,,,"N","N",,1,,,"6634","4515",,
109,,,34469,"Bowser Lake","Bowser Lake",,,,,,,,,"N","N",,1,,,"6609","4722",,
110,,,90330,"Bradford Cove Pond","Bradford Cove Pond",,,,,,,,,"N","N",,1,,,"6654","4437",,
111,,,5325,"Brown Lake","Brown Lake",,,,,,,,,"N","N",,1,,,,,,
113,,,50890,"Brunswick Lake","Brunswick Lake",,,,,,,,,"N","N",,1,,,,,,
114,,,30383,"Buctouche River","Buctouche River",,,,,,,,,"N","N",,1,,,,,,
115,,,30383,"Buctouche River","Buctouche River (Estuary)",,,,,,,,,"Y","N",,1,,,,,,
116,,,1000,"Cains River","Cains River Smolt Wheel",,,,,,,,,"Y","N",,1,,,,,,
117,,,34332,"California Lake","California Lake",,,,,,,,,"N","N",,1,,,,,,
118,,,34436,"Canoe Landing Lake","Canoe Landing Lake",,,,,,,,,"N","N",,1,,,,,,
119,,,67189,"Cassidy Lake","Cassidy Lake",,,,,,,,,"N","N",,1,,,"6535","4534",,
120,,,21081,"Chamcook Lake","Chamcook Lake",,,,,,,,,"N","N",,1,,,,,,
121,,,70676,"Charlie Lake","Charlie Lake",,,,,,,,,"N","N",,1,,,"6722","4554",,
122,,,36092,"Charlo River Reservoir","Charlo River Reservoir",,,,,,,,,"N","N",,1,,,,,,
123,,,610,"Chatham Reservoir","Chatham Reservoir",,,,,,,,,"N","N",,1,,,,,,
124,,,12114,"Christopher Brook","Christopher Brook",,,,,,,,,"N","N",,1,,,,,,
125,,,32374,"Clark Lake","Clark Lake",,,,,,,,,"N","N",,1,,,,,,
126,,,50888,"Clark Lake","Clark Lake",,,,,,,,,"N","N",,1,,,,,,
127,,,22585,"Clear Lake","Clear Lake",,,,,,,,,"N","N",,1,,,"6642","4514",,
128,,,21892,"Clear Lake","Clear Lake",,,,,,,,,"N","N",,1,,,,,,
129,,,4901,"Clearwater Brook","Clearwater Brook",,,,,,,,,"N","N",,1,,,,,,
130,,,9290,"Clearwater Stream","Clearwater Stream",,,,,,,,,"N","N",,1,,,,,,
131,,,30741,"Cocagne River","Cocagne River",,,,,,,,,"N","N",,1,,,,,,
132,,,30741,"Cocagne River","Cocagne River (Estuary)",,,,,,,,,"Y","N",,1,,,,,,
133,,,81359,"Costigan Lake","Costigan Lake",,,,,,,,,"N","N",,1,,,,,,
134,,,79235,"County Line Lake","County Line Lake",,,,,,,,,"N","N",,1,,,,,,
135,,,21398,"Craig Lake","Craig Lake",,,,,,,,,"N","N",,1,,,"6701","4519",,
136,,,32471,"Crawford Lake","Crawford Lake",,,,,,,,,"N","N",,1,,,,,,
137,,,23689,"Crystal Lake","Crystal Lake",,,,,,,,,"N","N",,1,,,"6631","4522",,
138,,,58434,"Crystal Pond","Crystal Pond",,,,,,,,,"N","N",,1,,,,,,
139,,,23212,"Cundy Lake","Cundy Lake",,,,,,,,,"N","N",,1,,,"6643","4522",,
140,,,70410,"Davidson Lake","Davidson Lake",,,,,,,,,"N","N",,1,,,"6708","4556",,
141,,,39201,"Dennis Stream","Dennis Stream",,,,,,,,,"N","N",,1,,,,,,
142,,,1019,"Despres Lake","Despres Lake",,,,,,,,,"N","N",,1,,,,,,
143,,,5749,"Devils Back Lake","Devils Back Lake",,,,,,,,,"N","N",,1,,,"6610","4636",,
144,,,21483,"Digdeguash Lake","Digdeguash Lake",,,,,,,,,"N","N",,1,,,"6655","4512",,
145,,,67274,"Dolan Lake","Dolan Lake",,,,,,,,,"N","N",,1,,,"6557","4521",,
146,,,67392,"Douglas Lake","Douglas Lake",,,,,,,,,"N","N",,1,,,"6554","4519",,
147,,,90335,"Dwellys Pond","Dwellys Pond",,,,,,,,,"N","N",,1,,,"6652","4442",,
148,,,40144,"East Branch Lake","East Branch Lake",,,,,,,,,"N","N",,1,,,"6530","4726",,
149,,,24052,"East Branch Reservoir","East Branch Reservoir",,,,,,,,,"N","N",,1,,,"0","4000",,
150,,,23294,"East Long Lake","East Long Lake",,,,,,,,,"N","N",,1,,,"6632","4523",,
151,,,90202,"Eel Lake","Eel Lake",,,,,,,,,"N","N",,1,,,"6651","4442",,
152,,,18654,"Eightmile Lake","Eightmile Lake",,,,,,,,,"N","N",,1,,,"6739","4744",,
153,,,37581,"Elmtree River","Elmtree River",,,,,,,,,"N","N",,1,,,,,,
154,,,9073,"Estey Lake","Estey Lake",,,,,,,,,"N","N",,1,,,"6555","4703",,
155,,,74985,"�tang Deuxieme-Sault","�tang Deuxieme-Sault",,,,,,,,,"N","N",,1,,,"6814","4727",,
157,,,70967,"First Eel Lake","First Eel Lake",,,,,,,,,"N","N",,1,,,,,,
158,,,5407,"First Fish Lake","First Fish Lake",,,,,,,,,"N","N",,1,,,,,,
159,,,74102,"First Lake","First Lake",,,,,,,,,"N","N",,1,,,"6817","4738",,
161,,,54370,"Fish Lake","Fish Lake",,,,,,,,,"N","N",,1,,,,,,
162,,,67315,"Fisher Lakes","Fisher Lakes",,,,,,,,,"N","N",,1,,,"6604","4518",,
163,,,58440,"Flowers Brook","Flowers Brook",,,,,,,,,"N","N",,1,,,,,,
164,,,27842,"Folly Lake","Folly Lake",,,,,,,,,"N","N",,1,,,"6439","4603",,
165,,,6528,"Forty Seven Lake","Forty Seven Lake",,,,,,,,,"N","N",,1,,,,,,
166,,,32495,"Four Mile Lake","Four Mile Lake",,,,,,,,,"N","N",,1,,,"6522","4528",,
167,,,5428,"Four Mile Lake","Four Mile Lake",,,,,,,,,"N","N",,1,,,,,,
168,,,10944,"French Fort Cove","French Fort Cove",,,,,,,,,"N","N",,1,,,"6533","4701",,
169,,,21090,"Gibson Lake","Gibson Lake",,,,,,,,,"N","N",,1,,,"6705","4510",,
170,,,72802,"Glasier Lake","Glasier Lake",,,,,,,,,"N","N",,1,,,"6859","4713",,
171,,,39440,"Goldsmiths Lake","Goldsmiths Lake",,,,,,,,,"N","N",,1,,,,,,
